address,postal_code,country,federal_district,region_type,region,area_type,area,city_type,city,settlement_type,settlement,kladr_id,fias_id,fias_level,capital_marker,okato,oktmo,tax_office,timezone,geo_lat,geo_lon,population,foundation_year
"Нижегородская обл, г Арзамас",607220,Россия,Приволжский,обл,Нижегородская,,,г,Арзамас,,,5200000400000,7e42f157-87d6-4111-a406-17432e814723,4,0,22403000000,22703000001,5243,UTC+3,55.3945814,43.8408141,106367,1552
"Нижегородская обл, г Балахна",606407,Россия,Приволжский,обл,Нижегородская,р-н,Балахнинский,г,Балахна,,,5200400100000,275737a6-dee6-493b-82bb-ca5c3c97b24e,4,1,22205501000,22505000001,5248,UTC+3,56.495036,43.5758423,51526,1399
"Нижегородская обл, г Богородск",607600,Россия,Приволжский,обл,Нижегородская,р-н,Богородский,г,Богородск,,,5200500100000,17962cbc-48c7-43d4-b174-c35485d114e7,4,1,22207501000,22507000001,5252,UTC+3,56.1020828,43.5135442,25497,1570
"Нижегородская обл, г Бор",606440,Россия,Приволжский,обл,Нижегородская,,,г,Бор,,,5200000500000,e736e903-6bc3-450b-b8af-7909213dc9ef,4,0,22412000000,22712000001,5257,UTC+3,56.3565458,44.0646481,78079,1300
"Нижегородская обл, г Ветлуга",606860,Россия,Приволжский,обл,Нижегородская,р-н,Ветлужский,г,Ветлуга,,,5201300100000,aa1e00f2-a813-4f3d-b74a-9f9d73bfb1ff,4,1,22218501000,22618101001,5248,UTC+3,57.8559204,45.7761957,8956,1606
"Нижегородская обл, г Володарск",606072,Россия,Приволжский,обл,Нижегородская,р-н,Володарский,г,Володарск,,,5201600100000,b92c9e2b-161d-4043-87ef-ed255529f7c6,4,1,22231503000,22631103001,5249,UTC+3,56.2169751,43.1596417,9924,1932
"Нижегородская обл, Павловский р-н, г Ворсма",606120,Россия,Приволжский,обл,Нижегородская,р-н,Павловский,г,Ворсма,,,5203200200000,cd695c84-0b68-4d4c-8068-76e9bba1228a,4,0,22242503000,22542000003,5252,UTC+3,55.989943,43.2718859,11622,1500
"Нижегородская обл, г Выкса",607060,Россия,Приволжский,обл,Нижегородская,,,г,Выкса,,,5200000700000,d89942e8-e06b-46bd-a805-7cec8f77417e,4,1,22415000000,22715000001,5252,UTC+3,55.3207727,42.1678834,56196,1757
"Нижегородская обл, Павловский р-н, г Горбатов",606125,Россия,Приволжский,обл,Нижегородская,р-н,Павловский,г,Горбатов,,,5203200300000,9e79f812-d4b6-48d6-97c3-aa94c102de3e,4,0,22242505000,22542000005,5252,UTC+3,56.1307769,43.0626185,2278,1500
"Нижегородская обл, г Городец",606500,Россия,Приволжский,обл,Нижегородская,р-н,Городецкий,г,Городец,,,5202000100000,a80ea6a8-87f3-4621-89bb-eeb16f56ef94,4,1,22228501000,22628101001,5248,UTC+3,56.6449218,43.4723104,30699,1100
"Нижегородская обл, г Дзержинск",606000,Россия,Приволжский,обл,Нижегородская,,,г,Дзержинск,,,5200000200000,1d5a97d5-9bdf-44c9-ac42-e201833e7f28,4,0,22421000000,22721000001,5249,UTC+3,56.2376047,43.4599416,240762,1606
"Нижегородская обл, Городецкий р-н, г Заволжье",606520,Россия,Приволжский,обл,Нижегородская,р-н,Городецкий,г,Заволжье,,,5202000200000,b1a903c2-9bdf-4a10-8e4b-e34d7b8d7dc3,4,0,22228503000,22628103001,5248,UTC+3,56.6404286,43.3872492,40265,1950
"Нижегородская обл, г Княгинино",606340,Россия,Приволжский,обл,Нижегородская,р-н,Княгининский,г,Княгинино,,,5202300100000,b3350a67-b3c0-47b2-afb3-2b308227a89e,4,1,22233501000,22633101001,5250,UTC+3,55.8205915,45.032337,6708,1569
"Нижегородская обл, г Кстово",607650,Россия,Приволжский,обл,Нижегородская,р-н,Кстовский,г,Кстово,,,5202700100000,8d72434a-977f-418b-80e0-f37ff75d52e4,4,1,22237501000,22637101001,5250,UTC+3,56.1432084,44.1664198,66641,1400
"Нижегородская обл, г Кулебаки",607010,Россия,Приволжский,обл,Нижегородская,,,г,Кулебаки,,,5200001000000,a963a64c-29cf-4342-bdc7-d998017aa4cd,4,1,22427000000,22727000,5252,UTC+3,55.4296181,42.5125538,35762,1677
"Нижегородская обл, г Лукоянов",607800,Россия,Приволжский,обл,Нижегородская,р-н,Лукояновский,г,Лукоянов,,,5202900100000,edc07c38-090b-4990-9484-af85752c484f,4,1,22239501000,22639101001,5243,UTC+3,55.0326225,44.4933807,14949,1500
"Нижегородская обл, г Лысково",606210,Россия,Приволжский,обл,Нижегородская,р-н,Лысковский,г,Лысково,,,5203000100000,978c4d8c-f724-43b1-aa95-0c1fc49dc6b7,4,1,22240501000,22540000001,5250,UTC+3,56.0262359,45.035771,21882,1410
"Нижегородская обл, г Навашино",607100,Россия,Приволжский,обл,Нижегородская,,,г,Навашино,,,5200001100000,87f58ce7-8bad-4b33-9654-907bbd18d36a,4,1,22430000000,22730000001,5252,UTC+3,55.543811,42.1887089,16413,1957
г Нижний Новгород,603000,Россия,Приволжский,обл,Нижегородская,,,г,Нижний Новгород,,,5200000100000,555e7d61-d9a7-4ba6-9770-6caa8198c483,4,2,22401000000,22701000001,5200,UTC+3,56.3240627,44.0053913,1250615,1221
"Нижегородская обл, г Павлово",606100,Россия,Приволжский,обл,Нижегородская,р-н,Павловский,г,Павлово,,,5203200100000,169a49f5-e0ed-44ae-83f8-653e44685e15,4,1,22242501000,22542000001,5252,UTC+3,55.9797564,43.0995042,60699,1566
"Нижегородская обл, г Первомайск",607751,Россия,Приволжский,обл,Нижегородская,,,г,Первомайск,,,5200000800000,a72a0367-92a4-4ec3-9aa2-2397039a3d70,4,0,22434000000,22734000001,5243,UTC+3,54.8675792,43.8013992,14567,1800
"Нижегородская обл, г Перевоз",607400,Россия,Приволжский,обл,Нижегородская,,,г,Перевоз,,,5200001200000,e3ff7ef2-92b6-4ab7-b2ff-4d58cab73dbc,4,1,22435000000,22739000001,5250,UTC+3,55.5967718,44.5448369,9201,1500
"Нижегородская обл, г Саров",607180,Россия,Приволжский,обл,Нижегородская,,,г,Саров,,,5200000300000,be0210d1-1b58-49c1-8304-eb5ff5618fad,4,0,22503000000,22704000001,5243,UTC+3,54.9228268,43.3448089,92073,1691
"Нижегородская обл, г Семенов",606605,Россия,Приволжский,обл,Нижегородская,,,г,Семенов,,,5200000600000,dacc69b0-38df-462e-b346-26541cb9c0b8,4,0,22437000000,22737000001,5248,UTC+3,56.7889794,44.4902885,24472,1644
"Нижегородская обл, г Сергач",607510,Россия,Приволжский,обл,Нижегородская,р-н,Сергачский,г,Сергач,,,5203800100000,ef4d5a83-c574-48d9-86ec-386f18bec524,4,1,22248501000,22648101001,5250,UTC+3,55.5201515,45.4813231,21387,1649
"Нижегородская обл, г Урень",606803,Россия,Приволжский,обл,Нижегородская,р-н,Уренский,г,Урень,,,5204500100000,0e7e2d6e-7217-4624-857a-67b2300c0952,4,1,22254501000,22554000001,5248,UTC+3,57.4612572,45.7833293,12311,1719
"Нижегородская обл, г Чкаловск",606540,Россия,Приволжский,обл,Нижегородская,р-н,Чкаловский,г,Чкаловск,,,5204600100000,46659847-4fed-4981-bdaf-d260874864ee,4,1,22442000000,22755000001,5248,UTC+3,56.7651262,43.242077,12371,1100
"Нижегородская обл, г Шахунья",606910,Россия,Приволжский,обл,Нижегородская,,,г,Шахунья,,,5200000900000,a5d97e2a-acea-44c0-92d1-1f107fc472cd,4,0,22458000000,22758000001,5248,UTC+3,57.6764293,46.6129009,21337,1921
"Новгородская обл, г Боровичи",174400,Россия,Северо-Западный,обл,Новгородская,р-н,Боровичский,г,Боровичи,,,5300300100000,ae2f372e-7df2-400c-95f9-4b0522567634,4,1,49408000000,49606101001,5331,UTC+3,58.3840197,33.9175929,54731,1400
"Новгородская обл, г Валдай",175400,Россия,Северо-Западный,обл,Новгородская,р-н,Валдайский,г,Валдай,,,5300400100000,a9075bb6-f2b2-497f-86e1-fe3d9592c075,4,1,49208501000,49608101001,5331,UTC+3,57.9823766,33.2369436,16099,1400
г Великий Новгород,173000,Россия,Северо-Западный,обл,Новгородская,,,г,Великий Новгород,,,5300000100000,8d0a05bf-3b8a-43e9-ac26-7ce61d7c4560,4,2,49401000000,49701000001,5321,UTC+3,58.5213846,31.2755394,218724,800
"Новгородская обл, г Малая Вишера",174260,Россия,Северо-Западный,обл,Новгородская,р-н,Маловишерский,г,Малая Вишера,,,5300900100000,58fbfb62-6e1e-402d-8c8d-c8ec722f4a5a,4,1,49220501000,49620101001,5336,UTC+3,58.8458379,32.2247401,12461,1843
"Новгородская обл, г Окуловка",174350,Россия,Северо-Западный,обл,Новгородская,р-н,Окуловский,г,Окуловка,,,5301200100000,b9e66b8f-b027-4e77-8466-55ba3be0b42b,4,1,49228501000,49628101001,5331,UTC+3,58.3910296,33.2901557,12464,1851
"Новгородская обл, г Пестово",174510,Россия,Северо-Западный,обл,Новгородская,р-н,Пестовский,г,Пестово,,,5301400100000,4ad123c8-0130-4432-9d6c-e64946f2d647,4,1,49232501000,49632101001,5331,UTC+3,58.5973723,35.8143898,15911,1918
"Новгородская обл, г Сольцы",175040,Россия,Северо-Западный,обл,Новгородская,р-н,Солецкий,г,Сольцы,,,5301600100000,c2f4a34c-80b4-4aea-a45b-d932909cccc0,4,1,49238501000,49538000001,5332,UTC+3,58.1201281,30.309351,10317,1390
"Новгородская обл, г Старая Русса",175200,Россия,Северо-Западный,обл,Новгородская,р-н,Старорусский,г,Старая Русса,,,5301700100000,bc4e8fbc-54dc-4114-9c48-fd7a9b3e2e5c,4,1,49413000000,49639101001,5332,UTC+3,57.990737,31.3554897,32235,1167
"Новгородская обл, г Холм",175270,Россия,Северо-Западный,обл,Новгородская,р-н,Холмский,г,Холм,,,5301900100000,b12ce6eb-00e8-4d54-b309-14569350f346,4,1,49247501000,49647101001,5332,UTC+3,57.145108,31.1787499,3829,1144
"Новгородская обл, г Чудово",174210,Россия,Северо-Западный,обл,Новгородская,р-н,Чудовский,г,Чудово,,,5302000100000,a084418b-c41f-4086-9009-0adb7e9117bf,4,1,49250501000,49650101001,5336,UTC+3,59.1248394,31.6866241,16148,1500
"Новосибирская обл, Барабинский р-н, г Барабинск",632330,Россия,Сибирский,обл,Новосибирская,р-н,Барабинский,г,Барабинск,,,5400301200000,0133a54d-617a-4682-8885-e22c85588be8,4,0,50405000000,50604101001,5485,UTC+7,55.35146,78.3464506,30250,1893
"Новосибирская обл, г Бердск",633000,Россия,Сибирский,обл,Новосибирская,,,г,Бердск,,,5400000200000,fd0191f4-4687-42d9-be64-4ebc7824bd08,4,0,50408000000,50708000001,5483,UTC+7,54.7582156,83.1070605,98809,1944
"Новосибирская обл, г Болотное",633340,Россия,Сибирский,обл,Новосибирская,р-н,Болотнинский,г,Болотное,,,5400400100000,7e18e6d0-f7e1-4ada-a845-cc7ab5431a1a,4,1,50206501000,50606101001,5475,UTC+7,55.6692421,84.3906889,16969,1805
"Новосибирская обл, г Искитим",633200,Россия,Сибирский,обл,Новосибирская,,,г,Искитим,,,5400000500000,6965fcac-b7e4-4cab-ab35-a591ed65edf5,4,0,50412000000,50712000001,5483,UTC+7,54.6267603,83.2951244,60072,1717
"Новосибирская обл, г Карасук",632860,Россия,Сибирский,обл,Новосибирская,р-н,Карасукский,г,Карасук,,,5400900100000,23d59dbe-1aed-4564-84da-fe921f9ce294,4,1,50217501000,50617101001,5474,UTC+7,53.7343189,78.0422967,28929,1912
"Новосибирская обл, г Каргат",632400,Россия,Сибирский,обл,Новосибирская,р-н,Каргатский,г,Каргат,,,5401000100000,f3a2db25-007e-4830-b460-e763ced3a642,4,1,50219501000,50619101001,5485,UTC+7,55.1945666,80.2829495,10620,1700
"Новосибирская обл, Куйбышевский р-н, г Куйбышев",632380,Россия,Сибирский,обл,Новосибирская,р-н,Куйбышевский,г,Куйбышев,,,5401501800000,1b70e712-092e-4c45-9984-af3a2c7cfdd7,4,0,50415000000,50630101001,5485,UTC+7,55.4685094,78.3242048,47278,1722
"Новосибирская обл, г Купино",632730,Россия,Сибирский,обл,Новосибирская,р-н,Купинский,г,Купино,,,5401600100000,b1467e32-e362-4e64-b5d7-0d7deba77505,4,1,50232501000,50632101001,5474,UTC+7,54.366055,77.2973368,15448,1886
г Новосибирск,630000,Россия,Сибирский,обл,Новосибирская,,,г,Новосибирск,,,5400000100000,8dea00e3-9aab-4d8e-887c-ef2aaa546456,4,2,50401000000,50701000001,5400,UTC+7,55.028191,82.9211489,1498921,1893
"Новосибирская обл, г Обь",633100,Россия,Сибирский,обл,Новосибирская,,,г,Обь,,,5400000300000,8571e389-8c43-4c36-afae-b532d078c928,4,0,50417000000,50717000001,5475,UTC+7,54.9945576,82.6937181,26137,1934
"Новосибирская обл, Татарский р-н, г Татарск",632120,Россия,Сибирский,обл,Новосибирская,р-н,Татарский,г,Татарск,,,5402302200000,17f3169d-63c5-4c04-9395-298333f7e0f4,4,0,50418000000,50650101001,5474,UTC+7,55.2146167,75.9739914,26114,1894
"Новосибирская обл, г Тогучин",633450,Россия,Сибирский,обл,Новосибирская,р-н,Тогучинский,г,Тогучин,,,5402400100000,579da04d-579c-4ef7-8f84-aa63088be55b,4,1,50252501000,50652101001,5475,UTC+7,55.2251631,84.4104118,21531,1867
"Новосибирская обл, г Черепаново",633520,Россия,Сибирский,обл,Новосибирская,р-н,Черепановский,г,Черепаново,,,5402800100000,e849dc37-0f3b-4a66-8f0e-780c75927025,4,1,50257501000,50657101001,5483,UTC+7,54.2206476,83.3724521,19346,1912
"Новосибирская обл, г Чулым",632550,Россия,Сибирский,обл,Новосибирская,р-н,Чулымский,г,Чулым,,,5403000100000,bd136162-7404-4915-b456-239426f78b94,4,1,50259501000,50659101001,5485,UTC+7,55.0906867,80.9592508,11964,1762
"Омская обл, г Исилькуль",646020,Россия,Сибирский,обл,Омская,р-н,Исилькульский,г,Исилькуль,,,5500700100000,097baa31-3a80-4fea-b34b-c613fbd8730e,4,1,52405000000,52615101001,5507,UTC+6,54.9096002,71.2816284,25905,1895
"Омская обл, г Калачинск",646900,Россия,Сибирский,обл,Омская,р-н,Калачинский,г,Калачинск,,,5500800100000,fc59f020-5c8e-45e8-baf5-c9069a61e4a9,4,1,52410000000,52618101001,5501,UTC+6,55.0598155,74.5653644,24000,1952
"Омская обл, г Называевск",646100,Россия,Сибирский,обл,Омская,р-н,Называевский,г,Называевск,,,5501600100000,db2e2372-fed9-426b-a861-e64e2201f225,4,1,52413000000,52636101001,5507,UTC+6,55.5689323,71.3503426,12119,1910
г Омск,644000,Россия,Сибирский,обл,Омская,,,г,Омск,,,5500000100000,140e31da-27bf-4519-9ea0-6185d681d44e,4,2,52401000000,52701000001,5500,UTC+6,54.9848566,73.3674517,1154000,1716
"Омская обл, г Тара",646530,Россия,Сибирский,обл,Омская,р-н,Тарский,г,Тара,,,5502800100000,191443b9-a283-4368-a09d-0a98f16c7dc5,4,1,52415000000,52654101001,5501,UTC+6,56.9160511,74.3649194,26664,1594
"Омская обл, г Тюкалинск",646330,Россия,Сибирский,обл,Омская,р-н,Тюкалинский,г,Тюкалинск,,,5503000100000,10959db6-8297-49eb-93e9-2bb7641898ce,4,1,52418000000,52656101001,5507,UTC+6,55.8703415,72.1954747,12050,1759
"Оренбургская обл, г Абдулино",461743,Россия,Приволжский,обл,Оренбургская,р-н,Абдулинский,г,Абдулино,,,5605500100000,5e796fe8-2870-4a24-a14a-5669ca0141e5,4,1,53404000000,53704000001,5602,UTC+5,53.6778906,53.6472483,20663,1795
"Оренбургская обл, г Бугуруслан",461630,Россия,Приволжский,обл,Оренбургская,,,г,Бугуруслан,,,5600000500000,680f6208-865b-43b4-ab24-1f42f51d2c33,4,0,53408000000,53708000001,5602,UTC+5,53.6523728,52.4326853,52249,1748
"Оренбургская обл, г Бузулук",461040,Россия,Приволжский,обл,Оренбургская,,,г,Бузулук,,,5600000600000,653b316e-d0ca-414e-9211-03a96643e91b,4,0,53412000000,53712000001,5603,UTC+5,52.7881277,52.2624877,82816,1736
"Оренбургская обл, г Гай",462631,Россия,Приволжский,обл,Оренбургская,,,г,Гай,,,5600000700000,c9a3cd9e-a133-4de9-aafb-a6e0b664312c,4,0,53413000000,53713000001,5607,UTC+5,51.4649189,58.4436875,38302,1959
"Оренбургская обл, г Кувандык",462240,Россия,Приволжский,обл,Оренбургская,,,г,Кувандык,,,5600000800000,7644221b-0ef9-40c3-8378-cb0e2299747e,4,0,53414000000,53714000001,5607,UTC+5,51.4783857,57.3612636,26176,1800
"Оренбургская обл, г Медногорск",462271,Россия,Приволжский,обл,Оренбургская,,,г,Медногорск,,,5600000200000,86204c33-b552-4ebd-a93a-9dc8b274ee9c,4,0,53415000000,53715000001,5607,UTC+5,51.4037617,57.583163,27253,1933
"Оренбургская обл, г Новотроицк",462351,Россия,Приволжский,обл,Оренбургская,,,г,Новотроицк,,,5600000300000,5cb431ac-6645-47b2-9716-5fccc9ec1d7f,4,0,53420000000,53720000001,5600,UTC+5,51.1964202,58.3018192,97914,1920
г Оренбург,460000,Россия,Приволжский,обл,Оренбургская,,,г,Оренбург,,,5600000100000,dce97bff-deb2-4fd9-9aec-4f4327bbf89b,4,2,53401000000,53701000001,5600,UTC+5,51.7875092,55.1018828,570329,1743
"Оренбургская обл, г Орск",462400,Россия,Приволжский,обл,Оренбургская,,,г,Орск,,,5600000400000,71e7cb45-f365-4e6b-b068-a7d35349c3ba,4,0,53423000000,53723000001,5614,UTC+5,51.2294282,58.4752777,238006,1735
"Оренбургская обл, г Соль-Илецк",461504,Россия,Приволжский,обл,Оренбургская,р-н,Соль-Илецкий,г,Соль-Илецк,,,5601500100000,d2d93864-f4a5-4ac2-b953-b230cc9d0fa0,4,1,53425000000,53725000001,5600,UTC+5,51.1633736,54.9896726,26308,1754
"Оренбургская обл, г Сорочинск",461900,Россия,Приволжский,обл,Оренбургская,,,г,Сорочинск,,,5600000900000,1d9296cc-f534-4e81-9e97-c31d3ef9c25a,4,0,53427000000,53727000001,5600,UTC+5,52.426685,53.1542745,30136,1737
"Оренбургская обл, г Ясный",462780,Россия,Приволжский,обл,Оренбургская,,,г,Ясный,,,5600001000000,c30ba5a3-1222-4fde-a8d0-ef2d8494e4c8,4,1,53432000000,53732000001,5635,UTC+5,51.036838,59.874344,16082,1961
"Орловская обл, г Болхов",303140,Россия,Центральный,обл,Орловская,р-н,Болховский,г,Болхов,,,5700200100000,4393f437-1a48-4083-bed9-ad3382fdad16,4,1,54204501000,54604101001,5744,UTC+3,53.4438496,36.0076833,11421,1196
"Орловская обл, г Дмитровск",303240,Россия,Центральный,обл,Орловская,р-н,Дмитровский,г,Дмитровск,,,5700500100000,25748825-cbac-4a45-b3d6-4770c3872478,4,1,54212501000,54612101001,5748,UTC+3,52.5054851,35.1415009,5956,1711
"Орловская обл, г Ливны",303850,Россия,Центральный,обл,Орловская,,,г,Ливны,,,5700000200000,aef2c735-2e21-42e5-8638-9667bade6a2b,4,0,54405000000,54705000001,5743,UTC+3,52.4284558,37.6039506,50430,1586
"Орловская обл, г Малоархангельск",303369,Россия,Центральный,обл,Орловская,р-н,Малоархангельский,г,Малоархангельск,,,5701400100000,2afa3f40-891a-4640-a1cf-af9a5a6d1eb7,4,1,54232501000,54632101001,5743,UTC+3,52.4002192,36.5038579,3872,1600
"Орловская обл, г Мценск",303030,Россия,Центральный,обл,Орловская,,,г,Мценск,,,5700000300000,76f2780b-0f1c-4818-98a4-13da5c8a2c80,4,0,54410000000,54710000001,5744,UTC+3,53.2788438,36.5749105,43216,1146
"Орловская обл, г Новосиль",303500,Россия,Центральный,обл,Орловская,р-н,Новосильский,г,Новосиль,,,5701700100000,5f17239d-7e83-4e7d-afcd-b94e451465c9,4,1,54243501000,54643101001,5745,UTC+3,52.97454,37.0437146,3799,1155
г Орёл,302000,Россия,Центральный,обл,Орловская,,,г,Орёл,,,5700000100000,2abed4d9-5565-4885-bc96-f4ffccc6cba4,4,2,54401000000,54701000001,5740,UTC+3,52.9671298,36.0696427,317854,1566
"Пензенская обл, г Белинский",442250,Россия,Приволжский,обл,Пензенская,р-н,Белинский,г,Белинский,,,5800500100000,ea57fb75-444f-4f54-b89e-d66ac91774ba,4,1,56212501000,56612101,5802,UTC+3,52.9640996,43.4183212,8567,1708
"Пензенская обл, г Городище",442310,Россия,Приволжский,обл,Пензенская,р-н,Городищенский,г,Городище,,,5800800100000,b9d45c36-c679-40bb-8168-7ab78913a2c7,4,1,56218501000,56618101001,5826,UTC+3,53.2726916,45.7026142,8102,1681
"Пензенская обл, г Заречный",442960,Россия,Приволжский,обл,Пензенская,,,г,Заречный,,,5800000200000,ff38fc0c-d739-4627-a2f4-58af8f3d9d42,4,0,56534000000,56734000001,5838,UTC+3,53.1960836,45.1689907,63579,1958
"Пензенская обл, г Каменка",442240,Россия,Приволжский,обл,Пензенская,р-н,Каменский,г,Каменка,,,5801100100000,e5313349-e01d-47a2-b329-b1629c243520,4,1,56229501000,56629101001,5802,UTC+3,53.1855463,44.0469717,39579,1700
"Пензенская обл, г Кузнецк",442530,Россия,Приволжский,обл,Пензенская,,,г,Кузнецк,,,5800000300000,b4751488-e03d-416c-9cde-af7465256bfa,4,1,56405000000,56705000001,5803,UTC+3,53.1130888,46.605092,88886,1699
"Пензенская обл, г Нижний Ломов",442150,Россия,Приволжский,обл,Пензенская,р-н,Нижнеломовский,г,Нижний Ломов,,,5802200100000,f852d3a4-5d39-4a1b-be4a-f20ca9c4e60c,4,1,56251501000,56651101001,5827,UTC+3,53.5300905,43.6730217,22678,1636
"Пензенская обл, г Никольск",442680,Россия,Приволжский,обл,Пензенская,р-н,Никольский,г,Никольск,,,5802300100000,6e26041a-db1c-4f41-93f1-f056ab0b70ef,4,1,56253501000,56653101001,5826,UTC+3,53.7137496,46.0799857,22471,1761
г Пенза,440000,Россия,Приволжский,обл,Пензенская,,,г,Пенза,,,5800000100000,ff3292b1-a1d2-47d4-b35b-ac06b50555cc,4,2,56401000000,56701000001,5800,UTC+3,53.1753314,45.0348625,519592,1663
"Пензенская обл, г Сердобск",442890,Россия,Приволжский,обл,Пензенская,р-н,Сердобский,г,Сердобск,,,5802500100000,20c2c219-f4a8-4d07-93c9-72bd6766c0b6,4,1,56256501000,56656101001,5805,UTC+3,52.4697595,44.2122414,35393,1698
"Пензенская обл, г Спасск",442600,Россия,Приволжский,обл,Пензенская,р-н,Спасский,г,Спасск,,,5800300100000,d005a0db-1deb-4728-a800-1e423fa804df,4,1,56206501000,56606101001,5827,UTC+3,53.9271974,43.1859073,7442,1600
"Пензенская обл, Городищенский р-н, г Сурск",442300,Россия,Приволжский,обл,Пензенская,р-н,Городищенский,г,Сурск,,,5800800200000,d8f506c4-a1e4-4524-b997-8651cb6f0af0,4,0,56218508000,56618108001,5826,UTC+3,53.0761357,45.6910796,7032,1849
"Пермский край, г Александровск",618320,Россия,Приволжский,край,Пермский,,,г,Александровск,,,5900000300000,4f07ade1-1415-44c8-bed9-e851f1ef558d,4,0,57405000000,57502000001,5911,UTC+5,59.1613221,57.5763459,15022,1783
"Пермский край, г Березники",618400,Россия,Приволжский,край,Пермский,,,г,Березники,,,5900000200000,4ffcde97-05e9-4a6e-bd51-3a984b41b7bd,4,0,57408000000,57708000001,5911,UTC+5,59.4079923,56.8039427,156350,1932
"Пермский край, г Верещагино",617119,Россия,Приволжский,край,Пермский,р-н,Верещагинский,г,Верещагино,,,5900500100000,9bd0970e-7fbb-4a64-a625-af7670526dba,4,1,57212501000,57712000001,5981,UTC+5,58.0797571,54.6581309,22760,1898
"Пермский край, г Горнозаводск",618820,Россия,Приволжский,край,Пермский,р-н,Горнозаводский,г,Горнозаводск,,,5900600100000,17644b43-80ff-4dea-b823-3b9dbf9e9ef0,4,1,57214501000,57714000001,5918,UTC+5,58.3742532,58.3231716,12334,1947
"Пермский край, г Гремячинск",618270,Россия,Приволжский,край,Пермский,,,г,Гремячинск,,,5900000400000,edeaf203-1bc3-4fe1-b3ed-15eb89978783,4,0,57412000000,57715000001,5918,UTC+5,58.5626082,57.8520572,11005,1941
"Пермский край, г Губаха",618250,Россия,Приволжский,край,Пермский,,,г,Губаха,,,5900000500000,1dc365d3-60b1-41ea-a3b3-1c599024cf30,4,0,57415000000,57717000001,5918,UTC+5,58.8371721,57.554533,27544,1755
"Пермский край, г Добрянка",618730,Россия,Приволжский,край,Пермский,,,г,Добрянка,,,5900000600000,230c2f4d-fd9d-46fc-8bbd-b8de26810790,4,0,57416000000,57718000001,5948,UTC+5,58.469685,56.4130737,35720,1623
"Пермский край, г Кизел",618350,Россия,Приволжский,край,Пермский,,,г,Кизел,,,5900000700000,cc8b9eb5-bd4e-4472-8314-f889e8a6679c,4,0,57418000000,57719000001,5911,UTC+5,59.0512783,57.6471028,20277,1750
"Пермский край, г Красновишерск",618590,Россия,Приволжский,край,Пермский,р-н,Красновишерский,г,Красновишерск,,,5901300100000,f42f49ba-d949-4245-843a-6ec5203d2fcd,4,1,57226501000,57760000001,5919,UTC+5,60.3901321,57.0535682,17129,1894
"Пермский край, г Краснокамск",617060,Россия,Приволжский,край,Пермский,,,г,Краснокамск,,,5900001500000,22ac4485-bdf3-422e-b67f-9b3aba46de5e,4,0,57420000000,57720000001,5981,UTC+5,58.0822065,55.7479936,52632,1929
"Пермский край, г Кудымкар",619000,Россия,Приволжский,край,Пермский,,,г,Кудымкар,,,5900001400000,d36590ad-0286-44a2-876d-7732deee4234,4,0,57421000000,57721000001,5981,UTC+5,59.0167925,54.6572508,30711,1579
"Пермский край, г Кунгур",617470,Россия,Приволжский,край,Пермский,,,г,Кунгур,,,5900000900000,73e5113d-949a-4a9e-8e44-6eae9ef93747,4,0,57422000000,57722000001,5918,UTC+5,57.4283296,56.9438656,67857,1663
"Пермский край, г Лысьва",618900,Россия,Приволжский,край,Пермский,,,г,Лысьва,,,5900001000000,5d7c95a5-a4d7-4fb4-9774-93e527636a9e,4,0,57427000000,57726000001,5918,UTC+5,58.0995875,57.8086825,67712,1785
"Пермский край, г Нытва",617000,Россия,Приволжский,край,Пермский,р-н,Нытвенский,г,Нытва,,,5901400100000,a49957ba-7860-484f-bf7a-abbbe1d76bab,4,1,57234501000,57727000001,5981,UTC+5,57.9336725,55.3356084,19041,1756
"Пермский край, г Оса",618120,Россия,Приволжский,край,Пермский,р-н,Осинский,г,Оса,,,5901600100000,18e7b084-c83f-40bf-9378-d26628528a19,4,1,57240501000,57728000001,5959,UTC+5,57.2889515,55.4688668,22420,1591
"Пермский край, г Оханск",618100,Россия,Приволжский,край,Пермский,р-н,Оханский,г,Оханск,,,5901800100000,48159476-c6db-4258-a0bc-f8ee52e7aef6,4,1,57242501000,57729000001,5981,UTC+5,57.7180034,55.3872469,7597,1547
"Пермский край, г Очер",617140,Россия,Приволжский,край,Пермский,р-н,Очерский,г,Очер,,,5901900100000,6a9b1a8a-5da1-470c-a03a-ecbb3cee0ee9,4,1,57244501000,57762000001,5981,UTC+5,57.8852686,54.7161091,15003,1759
г Пермь,614000,Россия,Приволжский,край,Пермский,,,г,Пермь,,,5900000100000,a309e4ce-2f36-4106-b1ca-53e0f48a6d95,4,2,57401000000,57701000001,5900,UTC+5,58.0102583,56.2342034,1000679,1723
"Пермский край, г Соликамск",618541,Россия,Приволжский,край,Пермский,,,г,Соликамск,,,5900001100000,8b698775-fe5e-4fc0-9f0d-272855d82d15,4,0,57430000000,57730000001,5919,UTC+5,59.6482998,56.771009,97239,1430
"Пермский край, г Усолье",618460,Россия,Приволжский,край,Пермский,р-н,Усольский,г,Усолье,,,5902400100000,9acef094-749b-406f-89a2-98c02ebf50c5,4,1,57253501000,57708000006,5911,UTC+5,59.4277573,56.6837872,5694,1606
